,BBC_Date,BBC_Tweet Text,BBC_Compound,BBC_Positive,BBC_Neutral,BBC_Negative,CBS_Date,CBS_Tweet Text,CBS_Compound,CBS_Positive,CBS_Neutral,CBS_Negative,CNN_Date,CNN_Tweet Text,CNN_Compound,CNN_Positive,CNN_Neutral,CNN_Negative,FOXTV_Date,FOXTV_Tweet Text,FOXTV_Compound,FOXTV_Positive,FOXTV_Neutral,FOXTV_Negative,nytimes_Date,nytimes_Tweet Text,nytimes_Compound,nytimes_Positive,nytimes_Neutral,nytimes_Negative
48,2018-01-16 11:03:03,Four-time Olympic champion Simone Biles says she was sexually abused by former Team USA gymnastics sports doctor La… https://t.co/PzKmAb9Ohu,0.1531,0.161,0.702,0.136,2017-12-27 22:45:05,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/R0fb5ngJ16,0.875,0.357,0.643,0.0,2018-01-17 15:38:04,"RT @CNNPolitics: Sen. Jeff Flake: “Mr. President, it is a testament to the condition of our democracy that our own President uses words inf…",0.0,0.0,1.0,0.0,2018-01-11 01:24:52,RT @911onFOX: #911onFOX 📞 TONIGHT 📞 9/8c 📞 @FOXTV https://t.co/cRXkSnRwNv,0.0,0.0,1.0,0.0,2018-01-17 10:30:07,Stephen Bannon has been subpoenaed to testify before a grand jury as part of the special counsel's investigation in… https://t.co/pj50JJgd9P,0.6908,0.251,0.749,0.0
49,2018-01-16 10:48:22,RT @bbcthree: London is experiencing a huge spike in acid attacks. We sort the myths from the facts. #AcidAttack https://t.co/lnCBJjVA5E,-0.1531,0.104,0.766,0.131,2017-12-27 21:04:10,"Celebrate everyone's favorite classic sitcom with Carol Burnett, Vicki Lawrence, and more stars during The Carol Bu… https://t.co/SaiZ9TzBVO",0.7717,0.295,0.705,0.0,2018-01-17 15:37:48,Sen. Jeff Flake says President Trump’s attacks on a free press have “inspired dictators and authoritarians”… https://t.co/kb8hMM1mwO,0.1027,0.163,0.693,0.144,2018-01-11 00:08:04,Name a more iconic duo. #TheOC https://t.co/3ewRHYedYX,0.0,0.0,1.0,0.0,2018-01-17 10:15:06,"President Trump's health is excellent, his doctor said, with ""no indication whatsoever"" of mental impairment. But h… https://t.co/qD3qEXJOdJ",0.3612,0.169,0.731,0.1
50,2018-01-16 09:00:09,🌟💍🌟 Your favourite piece of jewellery might have begun in a collision between two neutron stars. 📻… https://t.co/cO48Fssxw5,-0.3612,0.0,0.865,0.135,2017-12-27 19:52:02,Joy to the world of streaming! Try #CBSAllAccess FREE for 1 month – just use code BINGE by 1/2:… https://t.co/9p1ACnslz6,0.8452,0.337,0.663,0.0,2018-01-17 15:35:44,Republican Sen. Jeff Flake in his Senate floor speech directed at President Trump: “The free press is the despot’s… https://t.co/6fLRDXYtLO,0.5106,0.148,0.852,0.0,2018-01-10 22:16:42,"RT @thexfiles: Nothing is off limits. 👽 

Season 11 continues TONIGHT at 8/7c. #TheXFiles https://t.co/PTbzmO30bW",0.0,0.0,1.0,0.0,2018-01-17 10:00:18,Peter Madsen was formally indicted on charges of premeditated homicide over the death of the Swedish journalist Kim… https://t.co/RESPtZSTwx,-0.7184,0.0,0.739,0.261
51,2018-01-16 08:47:01,RT @BBCSport: It's just 25 days until the Winter Olympics... https://t.co/1n3dNpMWMK,0.0,0.0,1.0,0.0,2017-12-27 19:40:34,"Music legend Stevie Wonder salutes @LionelRichie while performing his classic hit, ""Easy"" at The 40th Annual Kenned… https://t.co/7TeDeNyhgo",0.0,0.0,1.0,0.0,2018-01-17 15:30:16,It's so cold in parts of Siberia that eyelashes are freezing https://t.co/WoFWn3lXMU https://t.co/iHcz2p2cDL,-0.1027,0.0,0.896,0.104,2018-01-10 21:28:06,"A little #WednesdayWisdom, only make calls when you are sober. #LethalWeapon https://t.co/MaENqFCjFu",0.0,0.0,1.0,0.0,2018-01-17 09:46:06,"A former CIA agent was arrested by the FBI. He is suspected of compromising agency informants in China, many of who… https://t.co/1D8kcm9WoM",-0.6124,0.0,0.792,0.208
52,2018-01-16 08:40:01,The Gruffalo and The Highway Rat illustrator explains how he brings classic children's characters to life. ✍ https://t.co/02hVrHzU57,0.0,0.0,1.0,0.0,2017-12-27 12:00:01,"As the youngest Kennedy Center Honoree in 40 years, @LLCoolJ talks about what motivates him to chase his dreams. Wa… https://t.co/DFY78y99w3",0.7003,0.234,0.766,0.0,2018-01-17 15:24:47,"Republican Sen. Jeff Flake is giving a speech from the Senate floor, where he is expected to compare President Trum… https://t.co/YGQuWOLAJM",0.34,0.112,0.888,0.0,2018-01-10 18:00:03,The truth is out there. 👽 Tonight at 8/7c. #TheXFiles https://t.co/VNqbsdQiwE,0.3182,0.204,0.796,0.0,2018-01-17 09:30:18,The majority of members of the National Parks System Advisory Board have jointly resigned to protest Trump administ… https://t.co/zOitITKOTO,-0.4588,0.0,0.81,0.19
53,2018-01-16 08:35:28,"RT @CBeebiesHQ: You're up #EarlyMan! 

Eddie Redmayne's back on 24th Jan. 😁

The perfect end to the day. 😉

#BedtimeStory https://t.co/3ecQ…",0.6114,0.182,0.818,0.0,2017-12-27 07:27:33,Here's to the 2017 Kennedy Center Honorees! Catch up on an evening of stunning performances and inspiring speeches… https://t.co/jGfANpSCul,0.8398,0.36,0.64,0.0,2018-01-17 15:20:11,"Ann Curry says she's ""not surprised"" by the sexual misconduct allegations against her former ""Today"" co-anchor Matt… https://t.co/dVArxQ8puS",-0.1695,0.0,0.911,0.089,2018-01-10 14:00:04,Prepare for turbulence. Captain Dave is taking you from #LAtoVegas: https://t.co/Gj7P6XDpix https://t.co/IV5176RfbE,0.0,0.0,1.0,0.0,2018-01-17 09:16:01,"RT @nytopinion: ""This is what my worry is. The whole N.H.S. is being made to deliberately fail. So that private entities can be put into pl…",-0.7506,0.0,0.789,0.211
54,2018-01-16 08:34:30,"RT @BBCR1: Getting ready for the release of the Radio 1 K-pop and @BTS_twt documentaries with @AdeleRoberts like...

#ARMY, are you ready?…",0.3612,0.111,0.889,0.0,2017-12-27 04:00:52,This celebration could go all night long! What a great final performance in honor of @LionelRichie. #KCHonors https://t.co/xKLWpKr3v0,0.8221,0.336,0.664,0.0,2018-01-17 15:09:03,9 men charged in the death of a 20-year-old Florida State University fraternity pledge who died after a night of he… https://t.co/hEysakymif,-0.8519,0.0,0.632,0.368,2018-01-09 23:22:54,"RT @EdwardWeeks: Why is Capt Dave creeping on Ronnie &amp; Colin? Discover TONIGHT you sodden gorgeosities in an all-new #LAtoVegas, 9/8c on @F…",0.0,0.0,1.0,0.0,2018-01-17 09:00:15,Catholicism has lost millions of followers in Latin America in recent years. The decline in Chile has been among th… https://t.co/gLCd9Y30zP,-0.3182,0.0,0.897,0.103
55,2018-01-16 08:34:17,RT @BBCWthrWatchers: Some of us waking up to #snow this morning https://t.co/NlHi3QL1M0,0.0,0.0,1.0,0.0,2017-12-27 03:59:48,RT @MarkAPrinceJr: A #LionelRichie tribute is not complete without 🎶All Night Long🎶 😁 #KCHonors,0.0,0.0,1.0,0.0,2018-01-17 14:58:19,"""For 38 excruciating minutes last weekend, many people in Hawaii believed they were under missile attack,"" and this… https://t.co/KwhMvDWgVF",-0.6486,0.0,0.807,0.193,2018-01-09 23:16:20,RT @TheMickFOX: What the *bleep* is going on? Find out TONIGHT at 9:30/8:30c! #TheMick https://t.co/6GCax3ieBR,0.0,0.0,1.0,0.0,2018-01-17 08:45:04,"Tyler Hilinski, a Washington State quarterback, was found dead in an apartment on Tuesday https://t.co/yzO5svwNcx",-0.6486,0.0,0.751,0.249
56,2018-01-16 08:20:03,"Ever wondered why children sing 'here we go round the mulberry bush' or why houses in Suffolk are pink? 

Your ques… https://t.co/566yPNAdVh",0.0,0.0,1.0,0.0,2017-12-27 03:36:01,Carmen de Lavallade (@CarmenDances) got emotional during those beautiful performances in her honor. Congratulations… https://t.co/gOCAZpZDpt,0.8271,0.42,0.58,0.0,2018-01-17 14:45:45,Walmart is giving away free opioid disposal kits to allow people to safely throw out unused opioid prescription pil… https://t.co/H74MuTl7N4,0.8689,0.403,0.597,0.0,2018-01-09 21:36:02,Easier said than done. #ArrestedDevelopment https://t.co/6MUR3EUnW2,0.4215,0.359,0.641,0.0,2018-01-17 08:33:05,"""Dolores O’Riordan always looked so small behind those big guitars, but with fragility there was fierceness, one of… https://t.co/ffQAe0iqdx",0.0,0.0,1.0,0.0
57,2018-01-16 08:00:04,"🗣🎶 Most of us instinctively know the difference between singing &amp; talking.

But since music &amp; speech are both just… https://t.co/Sjx40nfwAW",0.0,0.0,1.0,0.0,2017-12-27 03:35:29,RT @Glamourtunist: This tribute to Carmen de Lavallade at the #KCHonors is so beautiful and well deserved. ❤️,0.8103,0.315,0.685,0.0,2018-01-17 14:33:38,Tuesday brought nasty cold temperatures to states from Texas to Maine where millions of people were dealing with fr… https://t.co/JG1Mk5aQO0,-0.5574,0.0,0.841,0.159,2018-01-09 20:22:15,RT @PassengerShame: Captain Dave is Savage AF!! 😂👨🏻‍✈️💋 I’ll be watching again tonight on @FOXTV! 🙏🏼 9pm 📺 @LAtoVegasFOX is KILLING IT!! #L…,-0.8834,0.0,0.683,0.317,2018-01-17 08:18:03,"To save Indonesia’s dwindling elephants, conservation groups are going undercover to catch poachers https://t.co/D5inl3OJu1",0.4939,0.198,0.802,0.0
58,2018-01-16 07:38:04,😄😐😫 Our emotions can have an unexpected downside of how we respond to others in pain. https://t.co/GnAICf32ln https://t.co/l7TrgedkQA,-0.6486,0.0,0.751,0.249,2017-12-27 03:03:49,RT @llcoolj: Attn: #HIPHOP !!!! We made history!! #KCHonors,0.0,0.0,1.0,0.0,2018-01-17 14:31:31,"CNN’s Chief Medical Correspondent @drsanjaygupta has analyzed President Trump’s medical exam, concluding the number… https://t.co/jtEVIVyyb1",0.0,0.0,1.0,0.0,2018-01-09 18:00:05,"Person I graduated with: I'm married with 2 kids and just bought a house. 
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
Me: ⠀⠀⠀⠀⠀… https://t.co/0rp49F5pmC",0.0,0.0,1.0,0.0,2018-01-17 08:02:03,"RT @nytopinion: ""We’ve reached the point where we’re not able to give more anymore. People cannot give any more, and that’s what we’re star…",0.1027,0.057,0.943,0.0
59,2018-01-15 20:12:31,RT @BBCNewsbeat: Cyrille Regis was an inspiration to many footballers both on and off the pitch 🙏 https://t.co/uoJqWWcXql,0.5267,0.175,0.825,0.0,2017-12-27 03:03:26,.@llcoolj is making history! He’s the Kennedy Center’s first hip-hop honoree. #KCHonors https://t.co/kCqkOdUjtu,0.5255,0.22,0.78,0.0,2018-01-17 14:23:58,"This is what the new Dunkin' Donuts stores will look like -- sans ""Donuts"" on the sign https://t.co/A8RF31dl2d https://t.co/qVcI49uNRM",0.3612,0.122,0.878,0.0,2018-01-09 17:14:51,"RT @davidduchovny: You said you’d be right next to me when you died, too. You were right. But this isn’t death. It’s a beginning. So much m…",-0.8176,0.0,0.762,0.238,2018-01-17 07:57:41,Sketch Guy: Should You Buy Bitcoin? Ask a Different Question First https://t.co/U3RSB9GjCc,0.0,0.0,1.0,0.0
60,2018-01-15 20:09:52,"RT @bbcasiannetwork: 🇮🇳 @HarpreetUK has got the moves! 💁🏽
Watch the moment she smashed her dance challenge with India's No. 1️⃣dance crew @…",-0.2942,0.052,0.847,0.101,2017-12-27 02:57:56,RT @ErinAnnCullen: #KCHonors is always a night of inspiration. Thank you to these artists for your impact on our country. ❤️🧡💛💚💙💜,0.7096,0.247,0.753,0.0,2018-01-17 14:14:30,Read President Trump's physical exam report https://t.co/vvXZEaQWZA,0.0,0.0,1.0,0.0,2018-01-09 17:14:09,"RT @DylanMcDermott: I will be live tweeting tonight! 9pm EST 
You’re not ready! https://t.co/0sjCZb7uhb",-0.4007,0.0,0.817,0.183,2018-01-17 07:38:48,Everybody’s buying an Instant Pot. Here’s what you can cook in it. https://t.co/lq3a1efsYt https://t.co/7gZNhsVn2C,0.0,0.0,1.0,0.0
61,2018-01-15 20:08:50,"RT @mixital: This week's @bbceastenders story of the week features a shocking discovery at The Vic! 

Watch Chris' brilliant #fanfic story…",0.3382,0.165,0.726,0.109,2017-12-27 02:48:52,Give a round of applause to television pioneer and 2017 Honoree @TheNormanLear! #KCHonors https://t.co/20UosF987x,0.7345,0.36,0.64,0.0,2018-01-17 14:05:10,North Korea-linked hackers targeted cryptocurrency investors and exchanges just as bitcoin started to soar to recor… https://t.co/hyObhk9pmy,0.0,0.0,1.0,0.0,2018-01-09 17:13:58,RT @TheSimpsons: Like for ☕️. Retweet for 🍺. #TheSimpsons https://t.co/AJw46rgWVb,0.3612,0.217,0.783,0.0,2018-01-17 07:19:39,"""The Bitcoin bubble may ultimately turn out to be a distraction from the true significance of the blockchain."" https://t.co/B15gUByS6H",0.3182,0.218,0.667,0.116
62,2018-01-15 20:08:25,RT @cbbc: Find out what it's like having a dad in prison with #MyLife Missing Dad today 5.30pm https://t.co/UMLCkp9wpI,-0.4588,0.109,0.652,0.239,2017-12-27 02:45:34,RT @AliL: This tribute to Norman Lear on #KCHonors is outstanding AND a walk down my childhood TV memory lane. 👏🏻📺,0.6124,0.174,0.826,0.0,2018-01-17 13:56:07,"The spread of the plague during the Black Death that killed millions was fueled by humans, not rodents, as previous… https://t.co/u1ZLbvta8L",-0.8555,0.0,0.693,0.307,2018-01-09 17:13:36,RT @Brooklyn99FOX: One way to avoid to choking on donut holes is to eat bigger donuts. 🍩 #RealCopAdvice #Brooklyn99 https://t.co/sGkIQ6byWW,-0.6369,0.0,0.766,0.234,2018-01-17 07:03:04,"RT @nytopinion: There’s no honor or wisdom in cozying up to Donald Trump—just a heap of manure. That’s the story of Senator Lindsey Graham,…",0.6597,0.229,0.694,0.076
63,2018-01-15 19:17:04,"📚 Discover the life story and work of Irish novelist James Joyce. 

Anjelica Huston on James Joyce: A Shout in the… https://t.co/ZSr9IF6dGp",0.0,0.0,1.0,0.0,2017-12-27 02:28:07,RT @llcoolj: Moments I’ll never forget!!! #KCHonors,0.3699,0.298,0.702,0.0,2018-01-17 13:49:28,A teen escaped from her parents' Southern California home and tipped authorities off to a gruesome scene: 13 childr… https://t.co/CSvcN4ir1K,0.0,0.0,1.0,0.0,2018-01-09 13:55:01,👓🐎👓  Tina appreciation post. 👓🐎👓 #BobsBurgers https://t.co/ijYmfGn03c,0.5106,0.355,0.645,0.0,2018-01-17 06:34:17,A photographer captures a colorful world of craft and complexity inside one of America’s last pencil factories https://t.co/zAFkB5S1AH,0.0,0.0,1.0,0.0
64,2018-01-15 19:00:07,🐊❄️ How snappers are coping with the cold snap! https://t.co/HXcJ2n3bh3,0.0,0.0,1.0,0.0,2017-12-27 02:26:46,.@GloriaEstefan approves of those amazing musical performances in her honor! #KCHonors https://t.co/i3EVYEoKRx,0.8748,0.526,0.474,0.0,2018-01-17 13:38:37,President Trump bragged on Twitter that his approval rating with black Americans has doubled. It hasn't.… https://t.co/hpqD8WIcFN,0.4767,0.162,0.838,0.0,2018-01-09 00:00:03,When you're hangry and your friends are arguing about where to go for dinner. #NewGirl https://t.co/mqQ7l859iS,0.0258,0.154,0.697,0.149,2018-01-17 06:18:02,"RT @nytimesarts: Joel Kramer, a longtime Hollywood stuntman, was accused of sexual misconduct by three women over the weekend, including on…",-0.296,0.0,0.896,0.104
65,2018-01-15 17:56:06,🎬 @RussellCrowe stars as an Australian who travels to Turkey after the Battle of Gallipoli to try and locate his th… https://t.co/7ejtbKyAzn,-0.3818,0.0,0.885,0.115,2017-12-27 02:20:11,RT @thepickypantry: Beautiful tribute to @GloriaEstefan on the Kennedy Center Honors. Love Mi Tierra! Amazing and inspiring what a fighter…,0.9601,0.566,0.434,0.0,2018-01-17 13:29:55,A contraceptive app is under fire after more than three dozen users experienced unplanned pregnancies… https://t.co/Iaw1v3lJHv,-0.34,0.0,0.854,0.146,2018-01-08 23:23:20,RT @thexfiles: .@GillianA is a ⭐️! Congratulations on being added to the Hollywood Walk of Fame. #TheXFiles https://t.co/OmbHaWVPIr,0.7959,0.321,0.679,0.0,2018-01-17 06:14:10,"Macron Defends Migration Policy in France, Walking a Fine Line https://t.co/V5MgPhBUJj",0.2023,0.167,0.833,0.0
66,2018-01-15 17:43:04,"RT @BBC6Music: Excuse me while I kiss you... on both cheeks! 
Previously unheard @JimiHendrix coming on @shaunwkeaveny's @BBC6Breakfast sho…",0.5255,0.215,0.785,0.0,2017-12-27 02:00:29,Time to celebrate the 2017 honorees at The 40th Annual Kennedy Center Honors! Tune in now on CBS and CBS All Access… https://t.co/1OULMpCfPy,0.8908,0.346,0.654,0.0,2018-01-17 13:20:20,JUST IN: North and South Korean athletes will march together at the Winter Olympics opening ceremony under a unifie… https://t.co/d7zekAwNvU,0.0,0.0,1.0,0.0,2018-01-08 20:30:01,When it's tea time. 🍵 #Empire https://t.co/BFHjGniSUi,0.0,0.0,1.0,0.0,2018-01-17 06:03:02,"Joshua Wong, democracy advocate, is sentenced in Hong Kong https://t.co/UIPRj0r5v9",-0.0258,0.0,0.891,0.109
67,2018-01-15 17:40:58,"The Cranberries lead singer Dolores O'Riordan has died in London at the age of 46, her publicist has confirmed. 💔… https://t.co/koJrY04IEd",-0.5574,0.0,0.847,0.153,2017-12-27 01:08:32,"Tonight, @LionelRichie, @LLCoolJ, @GloriaEstefan, @TheNormanLear &amp; Carmen de Lavallade will be recognized at The 40… https://t.co/jZJqNo8h3b",0.0,0.0,1.0,0.0,2018-01-17 13:17:30,The founder of a popular neo-Nazi website who encouraged his readers to launch an avalanche of hate toward a Jewish… https://t.co/nOGPsjyNqV,0.1531,0.212,0.64,0.148,2018-01-08 18:00:01,Mondays. 🙃 #TheSimpsons https://t.co/wqbn4mD7bZ,0.0,0.0,1.0,0.0,2018-01-17 05:48:03,"With 25,000 fever readings a day, a thermometer company claims to know better than the CDC where the flu is https://t.co/rel4r3Npm5",0.0772,0.129,0.756,0.116
68,2018-01-15 17:30:03,These robots can 'imagine' the future. 🤖💭 https://t.co/7cWUlVIkHk,0.0,0.0,1.0,0.0,2017-12-26 12:00:01,"Don't miss the breathtaking performances, standing ovations and moving tributes that will leave you inspired. Here'… https://t.co/imILa52fjz",0.2415,0.218,0.61,0.173,2018-01-17 13:09:14,"""I am no longer broken by you."" Larry Nassar's abuse victims, in their own words https://t.co/3OIug3cG7I",-0.8957,0.0,0.504,0.496,2018-01-08 14:00:01,We can attest to this statement... #Lucifer https://t.co/oPFlF03quP,0.0,0.0,1.0,0.0,2018-01-17 05:33:02,RT @nytopinion: The G.O.P. has rejected the very values that made America great: education and immigration https://t.co/o4XAfTYgla,0.5849,0.291,0.574,0.135
69,2018-01-15 17:00:13,New research suggests the female advantage in life expectancy has fundamental biological roots.… https://t.co/qjCCiZ19cd,0.25,0.133,0.867,0.0,2017-12-25 12:00:05,"Experience the performances and the memories when 2017 Honorees @LionelRichie, @GloriaEstefan, Carmen de Lavallade,… https://t.co/ygbqASVL7t",0.5106,0.191,0.809,0.0,2018-01-17 13:02:28,"Jorge Garcia, the Detroit man deported to Mexico, has a message for his kids: “We are going through hard times, but… https://t.co/yBNs14IqO2",-0.1027,0.0,0.935,0.065,2018-01-07 20:30:03,Would you have a snake as a pet? 😳 #911onFOX https://t.co/CCUixhaRLf,0.0,0.0,1.0,0.0,2018-01-17 05:17:02,"Jo Jo White, a tireless player whose nearly unstoppable jump shot helped the Boston Celtics win 2 NBA titles in the… https://t.co/rEcnQk06Vk",0.4588,0.161,0.763,0.076
70,2018-01-15 14:30:07,"It's easy to feel bogged down by bad weather and post-festive blues at this time of year. But fear not! 

Here are… https://t.co/nzRV8TsYJw",-0.6239,0.097,0.669,0.234,2017-12-25 00:48:24,"Due to NFL overrun CBS is delayed 36mins in Charlotte/NC, Cincinnati/OH, Nashville, Atlanta, New Orleans, Baton Rou… https://t.co/20mnbAhpTm",-0.2263,0.0,0.899,0.101,2018-01-17 13:00:31,"President Trump expands US military footprint despite candidate Trump's ""America First"" campaign rhetoric… https://t.co/vv7YHWvsxJ",0.1027,0.097,0.903,0.0,2018-01-07 18:00:03,When it's not 9:30/8:30c yet... #LastManOnEarth https://t.co/LEKzFtiuiT,0.0,0.0,1.0,0.0,2018-01-17 05:07:41,"Jo Jo White, Deadeye Shooter for Boston Celtics, Dies at 71 https://t.co/XX7gRNoKX3",0.0,0.0,1.0,0.0
71,2018-01-15 14:02:03,"155 years ago, the world's first tunnel underneath a river was built. 

This is the history of the London Undergrou… https://t.co/awVEDUOxSx",0.0,0.0,1.0,0.0,2017-12-24 20:40:42,"Tonight, get together and enjoy Christmas Eve with a two-hour marathon of your favorite classic sitcoms! Watch The… https://t.co/SCv8TJy9Yp",0.7574,0.289,0.711,0.0,2018-01-17 12:58:06,"Detroit man deported to Mexico after 30 years in the US: ""I didn't go into the country by my choice. I was a kid. I… https://t.co/0rk0Zkk7kd",0.0,0.0,1.0,0.0,2018-01-07 14:00:02,An all-new #FamilyGuy is comin' in hot tonight at 9/8c. https://t.co/632dpcwzMm,0.0,0.0,1.0,0.0,2018-01-17 05:01:11,High-Fat Diet May Fuel Spread of Prostate Cancer https://t.co/c9dWnJ5imL,-0.6597,0.0,0.645,0.355
72,2018-01-15 13:33:03,Thousands of people celebrated alternative black culture at Africa's first AfroPunk festival. 📸… https://t.co/nBFMlSDism,0.7845,0.365,0.635,0.0,2017-12-24 14:17:43,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE! (Not av… https://t.co/6mR4bRR5Ey,0.7974,0.273,0.727,0.0,2018-01-17 12:51:59,"When Saudi Arabia's Jeddah Tower opens in 2020, it will knock Dubai's iconic Burj Khalifa off its throne as the tal… https://t.co/pvx9GFQIgR",0.0,0.0,1.0,0.0,2018-01-06 20:30:05,🔑🔑 SATURDAY FEELS. 🔑🔑 #TheFour https://t.co/hxRojS911G,0.0,0.0,1.0,0.0,2018-01-17 04:48:04,“We’re devastated.” A mother of 2 describes how her husband was deported after 30 years in the U.S. https://t.co/H0xWwIhTkh,0.0,0.0,1.0,0.0
73,2018-01-15 13:03:25,"RT @BBC_Teach: The stage is set for today's #500Words Live Lesson and it's looking 👌!

Join us and these lovely people 👇 at 2pm to get thei…",0.7424,0.208,0.792,0.0,2017-12-24 12:30:02,"All In The Family star @RobReiner gives props to legendary television writer, producer and 2017 Kennedy Center Hono… https://t.co/98jc5i63zE",0.0,0.0,1.0,0.0,2018-01-17 12:50:21,"Wife of Detroit man deported to Mexico after living 30 years in the US: “It’s sad, it’s devastating, it’s a nightma… https://t.co/Pz5BPnwtnv",-0.8126,0.0,0.72,0.28,2018-01-06 18:00:03,*Still screaming* #TheXFiles https://t.co/e0wIts3umJ,0.0,0.0,1.0,0.0,2018-01-17 04:33:03,Understanding grief https://t.co/F1SnB7Icua,-0.4939,0.0,0.385,0.615
